Make,Model,Year,Mileage,Fuel_Type,Engine_Size,Transmission,Body_Type,Color,Owner_History,Price,Age
mercedes,model d,1.5105460890923161,-0.10083656131621381,hybrid,-1.275813005908779,manual,coupe,white,third owner,23077.61,-1.5105460890923295
volkswagen,model e,-1.0851417012334048,0.6200375710397877,hybrid,-0.4966376893017819,manual,suv,white,first owner,5946.37,1.085141701233392
ford,model a,-1.6619612101946761,1.4627463944275765,electric,0.28253762730521514,cvt,sedan,white,first owner,10454.54,1.6619612101946633
chevrolet,model d,-0.6525270695124513,-0.14897908821574965,diesel,-0.3234876189446713,automatic,hatchback,blue,second owner,13378.68,0.6525270695124383
toyota,model c,1.5105460890923161,-0.34644928956221127,hybrid,-0.7563627948374475,manual,sedan,white,second owner,19400.03,-1.5105460890923295
chevrolet,model b,-1.3735514557140405,0.47419122840431926,hybrid,-1.1892379707302236,manual,hatchback,gray,second owner,7200.1,1.3735514557140276
mercedes,model e,0.9337265801310449,0.8218475147813536,petrol,-1.4489630762658894,cvt,coupe,gray,third owner,20361.27,-0.933726580131058
chevrolet,model c,0.6453168256504092,0.019078628271584942,petrol,-1.3623880410873344,cvt,coupe,gray,second owner,14381.97,-0.6453168256504224
nissan,model b,-0.5083221922721335,0.1293605435317896,hybrid,-0.236912583766116,manual,truck,black,second owner,11034.77,0.5083221922721205
chevrolet,model b,-0.21991243779149783,0.1897711883559471,hybrid,1.6677381901620996,automatic,truck,blue,second owner,9389.27,0.21991243779148478
hyundai,model c,1.0779314573713628,1.340339429673358,petrol,1.1482879790907676,cvt,hatchback,black,first owner,16607.04,-1.0779314573713759
bmw,model b,0.9337265801310449,-1.728871845048833,diesel,0.4556876976623258,cvt,truck,black,second owner,24189.74,-0.933726580131058
honda,model a,1.2221363346116805,0.08057420869451852,electric,1.1482879790907676,manual,hatchback,gray,second owner,19250.0,-1.2221363346116938
bmw,model c,1.5105460890923161,-0.5929919626071596,electric,-1.1892379707302236,manual,sedan,black,first owner,27513.03,-1.5105460890923295
chevrolet,model a,-1.0851417012334048,1.5627512274224518,electric,0.4556876976623258,automatic,truck,gray,second owner,10892.58,1.085141701233392
ford,model a,1.0779314573713628,-0.8624851963954479,petrol,0.6288377680194365,automatic,sedan,white,third owner,19698.89,-1.0779314573713759
bmw,model b,1.654750966332634,-0.3441840394109206,electric,1.4945881198049888,automatic,coupe,gray,third owner,26762.48,-1.6547509663326474
honda,model e,0.5011119484100913,1.0039259374682559,petrol,-0.5832127244803372,cvt,hatchback,black,third owner,11458.16,-0.5011119484101045
nissan,model d,-1.5177563329543584,-1.2767279148512112,petrol,0.022812521769549583,manual,sedan,white,second owner,8422.09,1.5177563329543455
volkswagen,model c,-1.5177563329543584,-0.5593470366758841,diesel,-0.4100626541232266,cvt,suv,red,third owner,7459.13,1.5177563329543455
volkswagen,model e,-0.21991243779149783,-0.9707522312579255,hybrid,-1.3623880410873344,automatic,sedan,blue,first owner,15462.05,0.21991243779148478
chevrolet,model b,1.654750966332634,-1.634661283493575,electric,-1.0160879003731134,automatic,truck,gray,second owner,21826.1,-1.6547509663326474
mercedes,model c,1.5105460890923161,-1.225282891678478,hybrid,-1.3623880410873344,automatic,sedan,gray,first owner,23204.42,-1.5105460890923295
toyota,model a,-0.7967319467527691,-0.9740308827926883,hybrid,0.5422627328408811,cvt,sedan,red,second owner,12114.57,0.7967319467527562
chevrolet,model c,0.5011119484100913,0.6227081817444673,electric,-1.7086881818015554,cvt,sedan,gray,third owner,15942.31,-0.5011119484101045
toyota,model e,-0.36411731503181566,1.0929979578908493,electric,-1.275813005908779,automatic,hatchback,red,first owner,13812.38,0.3641173150318026
bmw,model e,-0.7967319467527691,0.717574473606678,diesel,1.2348630142693233,cvt,truck,blue,second owner,14584.34,0.7967319467527562
toyota,model d,-0.36411731503181566,0.06244028511497569,electric,-0.06376251340900574,manual,truck,white,second owner,14990.95,0.3641173150318026
kia,model a,-0.5083221922721335,-1.5570824269964774,diesel,-1.5355381114444449,manual,coupe,blue,first owner,11403.39,0.5083221922721205
chevrolet,model d,0.7895217028907271,-1.3440058443445446,petrol,-0.4100626541232266,cvt,truck,black,second owner,17297.45,-0.7895217028907402
mercedes,model a,1.5105460890923161,-0.6189350380240467,diesel,-0.15033754858756104,manual,truck,blue,second owner,23657.22,-1.5105460890923295
kia,model a,-0.36411731503181566,0.9858873928424516,diesel,1.3214380494478781,automatic,hatchback,blue,third owner,8000.63,0.3641173150318026
toyota,model d,-1.2293465784737228,-0.29704299152563957,diesel,1.6677381901620996,manual,suv,white,first owner,10529.04,1.2293465784737099
kia,model d,-0.07570756055117998,0.3942278980637579,electric,0.28253762730521514,cvt,coupe,white,second owner,12657.76,0.07570756055116692
ford,model b,0.7895217028907271,1.3146348016408174,hybrid,-1.0160879003731134,automatic,sedan,white,second owner,15738.79,-0.7895217028907402
ford,model e,1.5105460890923161,0.9691841535689871,electric,1.0617129439122126,manual,sedan,red,second owner,20893.93,-1.5105460890923295
toyota,model e,-0.07570756055117998,0.25828904424788185,diesel,0.888562873555102,cvt,coupe,black,third owner,9627.69,0.07570756055116692
hyundai,model d,-0.7967319467527691,1.1178203306013084,hybrid,1.5811631549835439,manual,sedan,white,third owner,8486.39,0.7967319467527562
hyundai,model b,1.654750966332634,-1.308226814323369,electric,-0.9295128651945581,manual,sedan,black,third owner,22435.88,-1.6547509663326474
hyundai,model a,0.7895217028907271,-1.177140364778942,electric,1.7543132253406544,cvt,sedan,black,second owner,20419.12,-0.7895217028907402
ford,model b,-0.36411731503181566,-1.4799446981604207,petrol,-0.7563627948374475,automatic,coupe,red,third owner,14960.81,0.3641173150318026
mercedes,model d,-0.7967319467527691,-0.8528161549602018,petrol,-0.236912583766116,automatic,truck,blue,second owner,15751.85,0.7967319467527562
ford,model a,1.2221363346116805,-1.0330704551568541,electric,-0.06376251340900574,manual,sedan,gray,third owner,21228.86,-1.2221363346116938
honda,model b,-1.0851417012334048,0.48518365282268777,electric,-0.4966376893017819,automatic,sedan,blue,third owner,11911.77,1.085141701233392
nissan,model b,0.35690707116977355,0.3225983038061028,hybrid,-0.06376251340900574,automatic,hatchback,white,first owner,14270.68,-0.35690707116978665
nissan,model e,0.5011119484100913,-1.1630004348872012,diesel,1.2348630142693233,automatic,sedan,gray,third owner,15910.07,-0.5011119484101045
volkswagen,model b,-0.7967319467527691,1.2014676730300213,hybrid,0.9751379087336569,cvt,truck,white,first owner,7956.65,0.7967319467527562
bmw,model a,1.654750966332634,0.5146080600510321,electric,-0.8429378300160029,cvt,suv,red,third owner,23851.88,-1.6547509663326474
hyundai,model d,1.5105460890923161,-1.371343836959858,diesel,1.5811631549835439,manual,truck,white,third owner,19516.45,-1.5105460890923295
mercedes,model e,0.06849731668913786,-1.4273193604351728,hybrid,1.7543132253406544,cvt,suv,white,first owner,17997.4,-0.06849731668915093
chevrolet,model d,0.5011119484100913,0.3728630124263215,hybrid,-1.3623880410873344,automatic,truck,red,first owner,14749.55,-0.5011119484101045
ford,model c,0.7895217028907271,-0.9752588868220723,petrol,-0.3234876189446713,cvt,coupe,gray,third owner,16013.58,-0.7895217028907402
nissan,model b,1.2221363346116805,1.040134172781255,diesel,1.7543132253406544,manual,suv,black,second owner,14196.65,-1.2221363346116938
nissan,model a,0.6453168256504092,1.605492921066542,electric,-1.4489630762658894,automatic,coupe,blue,second owner,15344.75,-0.6453168256504224
honda,model a,-0.5083221922721335,1.1245445468398765,petrol,0.28253762730521514,manual,coupe,red,third owner,9574.65,0.5083221922721205
mercedes,model d,-0.940936823993087,0.935551150006929,diesel,1.6677381901620996,automatic,truck,red,second owner,13876.71,0.9409368239930741
hyundai,model d,-0.36411731503181566,-1.0742622408026927,electric,1.5811631549835439,cvt,coupe,white,first owner,16222.12,0.3641173150318026
volkswagen,model a,-0.21991243779149783,-1.0158664763762622,diesel,0.28253762730521514,automatic,suv,black,second owner,12159.97,0.21991243779148478
honda,model d,1.2221363346116805,0.9790797200193622,hybrid,-1.7086881818015554,automatic,coupe,white,third owner,13939.68,-1.2221363346116938
volkswagen,model c,-1.6619612101946761,-1.5394969324009313,hybrid,0.5422627328408811,manual,suv,gray,second owner,8880.69,1.6619612101946633
kia,model d,-1.5177563329543584,1.161396590090611,diesel,-0.8429378300160029,manual,hatchback,gray,third owner,6983.8,1.5177563329543455
volkswagen,model b,-0.07570756055117998,1.2159891187367164,electric,-1.1892379707302236,cvt,coupe,gray,third owner,12048.6,0.07570756055116692
chevrolet,model d,-0.21991243779149783,0.9820483899544747,electric,0.9751379087336569,cvt,suv,black,third owner,12219.05,0.21991243779148478
bmw,model c,1.5105460890923161,-0.48728823712640557,electric,0.4556876976623258,automatic,coupe,blue,first owner,27213.43,-1.5105460890923295
volkswagen,model a,1.2221363346116805,1.5671386592944254,electric,0.1093875569481049,automatic,sedan,white,third owner,16636.57,-1.2221363346116938
mercedes,model a,0.35690707116977355,-0.8007273238497332,petrol,0.7154128031979914,manual,hatchback,black,first owner,19770.07,-0.35690707116978665
nissan,model e,-0.940936823993087,-0.02814587619821729,diesel,0.888562873555102,manual,hatchback,white,first owner,8124.3,0.9409368239930741
mercedes,model e,-0.36411731503181566,-0.5866134950758937,hybrid,0.28253762730521514,automatic,sedan,red,first owner,19452.62,0.3641173150318026
kia,model c,0.06849731668913786,1.4498940804113063,electric,-0.6697877596588921,cvt,coupe,blue,second owner,14749.73,-0.06849731668915093
ford,model d,-1.0851417012334048,1.3976860256086645,electric,-1.275813005908779,manual,coupe,white,first owner,12377.98,1.085141701233392
mercedes,model e,-0.07570756055117998,1.5300124015516927,diesel,1.0617129439122126,automatic,sedan,blue,third owner,14650.99,0.07570756055116692
honda,model c,0.5011119484100913,1.28887056176219,electric,1.2348630142693233,cvt,sedan,white,first owner,17717.73,-0.5011119484101045
volkswagen,model c,0.9337265801310449,1.5288082422607434,diesel,-0.236912583766116,manual,suv,blue,second owner,13455.84,-0.933726580131058
toyota,model a,1.654750966332634,-0.9978994659657618,hybrid,0.022812521769549583,automatic,coupe,blue,third owner,20049.46,-1.6547509663326474
kia,model c,0.2127021939294557,-1.4270689906816092,diesel,0.9751379087336569,automatic,suv,gray,first owner,13710.16,-0.2127021939294688
chevrolet,model e,-0.07570756055117998,0.46950573730191275,hybrid,-1.1026629355516686,automatic,sedan,red,third owner,12143.78,0.07570756055116692
hyundai,model e,-0.940936823993087,-0.35314966106234474,hybrid,-1.275813005908779,manual,truck,black,second owner,10001.08,0.9409368239930741
honda,model d,1.0779314573713628,-0.09170402649574713,electric,0.7154128031979914,manual,truck,black,first owner,21557.89,-1.0779314573713759
bmw,model e,-0.5083221922721335,0.1770619427702846,diesel,0.4556876976623258,cvt,coupe,black,second owner,14212.32,0.5083221922721205
ford,model e,1.0779314573713628,1.3575910979308192,petrol,0.888562873555102,automatic,truck,red,third owner,15052.24,-1.0779314573713759
mercedes,model c,-0.5083221922721335,-0.20288011944725076,diesel,0.1093875569481049,manual,coupe,white,second owner,17046.43,0.5083221922721205
volkswagen,model e,-0.21991243779149783,1.5228351352828664,diesel,1.3214380494478781,cvt,suv,black,third owner,8864.21,0.21991243779148478
honda,model d,1.5105460890923161,0.09732513744485231,petrol,-0.5832127244803372,automatic,suv,black,second owner,16943.69,-1.5105460890923295
toyota,model d,-0.21991243779149783,-1.2851689522570733,petrol,0.5422627328408811,cvt,coupe,red,second owner,12532.63,0.21991243779148478
volkswagen,model c,-1.6619612101946761,-0.5724139533380662,electric,-1.6221131466229999,cvt,coupe,white,third owner,11821.99,1.6619612101946633
bmw,model e,-1.6619612101946761,-0.8028375832011988,electric,-0.9295128651945581,automatic,sedan,black,first owner,15735.63,1.6619612101946633
ford,model c,1.654750966332634,0.16461498930740315,hybrid,-1.1892379707302236,automatic,coupe,black,first owner,17698.84,-1.6547509663326474
mercedes,model e,-1.5177563329543584,-1.3044712680199135,petrol,0.4556876976623258,automatic,truck,red,first owner,12714.63,1.5177563329543455
hyundai,model e,1.0779314573713628,1.5120215464027578,diesel,-0.4966376893017819,manual,sedan,red,second owner,15937.02,-1.0779314573713759
hyundai,model c,-0.21991243779149783,0.9288984679836647,diesel,1.4080130846264332,automatic,coupe,black,third owner,9701.07,0.21991243779148478
hyundai,model e,-0.940936823993087,1.2248355166959675,petrol,0.5422627328408811,automatic,truck,gray,first owner,8064.12,0.9409368239930741
honda,model c,0.35690707116977355,-1.6963476218239857,diesel,-0.9295128651945581,cvt,truck,gray,third owner,14270.59,-0.35690707116978665
hyundai,model b,-1.6619612101946761,0.7761609959405856,petrol,-1.4489630762658894,cvt,coupe,blue,third owner,6251.12,1.6619612101946633
honda,model d,-1.2293465784737228,-0.49774415492999474,petrol,-0.9295128651945581,cvt,hatchback,gray,third owner,11783.92,1.2293465784737099
bmw,model a,-0.07570756055117998,0.34470237633501305,diesel,1.3214380494478781,cvt,hatchback,blue,first owner,16810.28,0.07570756055116692
bmw,model a,1.5105460890923161,0.35282150977200755,diesel,1.3214380494478781,manual,coupe,black,third owner,23129.15,-1.5105460890923295
hyundai,model b,1.0779314573713628,-1.1127834157438519,hybrid,1.2348630142693233,automatic,truck,red,first owner,19057.54,-1.0779314573713759
kia,model e,-0.6525270695124513,-0.9119391839088888,hybrid,-1.0160879003731134,automatic,coupe,red,first owner,12010.13,0.6525270695124383
chevrolet,model b,-0.5083221922721335,0.45356552965835667,hybrid,0.1093875569481049,automatic,coupe,gray,third owner,9558.67,0.5083221922721205
kia,model a,0.9337265801310449,0.7057951728199664,electric,-1.1892379707302236,cvt,hatchback,blue,third owner,15763.41,-0.933726580131058
toyota,model d,0.35690707116977355,0.8176150737092053,diesel,0.19596259212666023,cvt,coupe,red,second owner,12137.45,-0.35690707116978665
chevrolet,model a,0.35690707116977355,0.24593746973873892,electric,1.2348630142693233,automatic,truck,red,third owner,14075.36,-0.35690707116978665
volkswagen,model d,0.6453168256504092,0.933905863054939,electric,1.4080130846264332,automatic,truck,blue,first owner,16708.1,-0.6453168256504224
bmw,model b,-0.07570756055117998,1.132663680276871,hybrid,1.4945881198049888,automatic,suv,gray,first owner,15565.73,0.07570756055116692
chevrolet,model b,-0.940936823993087,1.3048942259902674,petrol,-1.3623880410873344,cvt,truck,gray,first owner,6748.88,0.9409368239930741
volkswagen,model d,-1.5177563329543584,-1.4660789827606782,diesel,-0.9295128651945581,manual,sedan,white,second owner,9111.34,1.5177563329543455
kia,model a,0.9337265801310449,-0.5744765232126625,petrol,-0.7563627948374475,automatic,coupe,gray,first owner,17236.25,-0.933726580131058
volkswagen,model d,-0.940936823993087,0.6514649362966418,diesel,-0.06376251340900574,manual,coupe,blue,third owner,6675.47,0.9409368239930741
toyota,model b,-1.2293465784737228,0.30556123819455333,petrol,1.5811631549835439,manual,suv,white,first owner,7155.07,1.2293465784737099
ford,model b,0.7895217028907271,0.26221150372037993,hybrid,-1.3623880410873344,manual,coupe,black,second owner,12983.31,-0.7895217028907402
kia,model b,1.654750966332634,-0.4000164944556274,diesel,-0.6697877596588921,manual,coupe,red,third owner,21969.82,-1.6547509663326474
kia,model b,1.654750966332634,1.185289018002119,petrol,-0.6697877596588921,manual,sedan,white,third owner,17274.16,-1.6547509663326474
mercedes,model a,-0.5083221922721335,-0.7664385899807226,petrol,-1.1026629355516686,automatic,suv,red,second owner,15572.63,0.5083221922721205
ford,model b,1.3663412118519984,-0.7733535641267678,electric,1.2348630142693233,automatic,truck,white,second owner,23157.08,-1.3663412118520115
honda,model d,1.3663412118519984,-0.13442187540140263,hybrid,0.1093875569481049,automatic,truck,white,second owner,18576.64,-1.3663412118520115
