Make,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
Mercedes,Model C,2020,256611,Electric,1.5,CVT,Coupe,Black,Second Owner,23817.19,3
Hyundai,Model B,2016,247253,Electric,1.6,CVT,SUV,White,Third Owner,16040.14,7
Nissan,Model C,2010,41958,Petrol,4.9,Manual,SUV,Gray,Second Owner,15032.57,13
Ford,Model B,2005,12537,Petrol,2.2,Automatic,Coupe,Red,First Owner,10886.58,18
Nissan,Model A,2023,67106,Diesel,2.0,Automatic,Hatchback,White,Second Owner,21392.62,0
Volkswagen,Model A,2021,219849,Electric,1.5,CVT,Coupe,White,First Owner,18800.1,2
Ford,Model C,2019,238506,Hybrid,2.3,Manual,Truck,Gray,First Owner,16936.89,4
Nissan,Model E,2021,261151,Electric,3.2,Automatic,Sedan,Blue,Second Owner,18923.87,2
Chevrolet,Model D,2018,73934,Electric,3.8,Automatic,Sedan,Blue,First Owner,20527.93,5
Ford,Model A,2007,9887,Diesel,4.0,CVT,Sedan,Gray,Second Owner,10769.63,16
Nissan,Model B,2005,279089,Petrol,4.0,Manual,SUV,Red,First Owner,9723.62,18
Volkswagen,Model C,2000,55262,Petrol,3.0,Automatic,SUV,White,Third Owner,9328.58,23
Nissan,Model E,2004,195443,Electric,3.4,CVT,Sedan,White,Third Owner,12110.33,19
Ford,Model C,2001,75327,Electric,4.0,Manual,SUV,White,Third Owner,13735.98,22
Chevrolet,Model D,2018,179433,Diesel,2.3,Manual,Coupe,Blue,Second Owner,15590.63,5
Volkswagen,Model E,2014,166777,Electric,3.7,Manual,SUV,White,First Owner,14008.13,9
Hyundai,Model A,2016,257082,Hybrid,4.1,Manual,SUV,Gray,First Owner,14433.54,7
BMW,Model C,2017,272168,Diesel,3.7,CVT,Truck,White,Second Owner,17412.03,6
BMW,Model E,2021,283481,Diesel,1.7,CVT,Sedan,Black,First Owner,21960.89,2
Chevrolet,Model B,2015,115092,Hybrid,2.4,Manual,Coupe,Red,Third Owner,14367.57,8
Honda,Model D,2003,183897,Diesel,1.2,CVT,Truck,Gray,Third Owner,6875.43,20
Hyundai,Model A,2015,51122,Electric,1.9,Manual,SUV,Gray,First Owner,17702.68,8
Ford,Model D,2018,259929,Diesel,4.0,CVT,Hatchback,Black,Third Owner,14951.22,5
Toyota,Model D,2006,189177,Hybrid,4.8,Manual,Truck,Black,Third Owner,9355.32,17
Nissan,Model E,2006,191498,Petrol,4.1,Manual,Sedan,Gray,Third Owner,9019.67,17
Volkswagen,Model B,2002,221160,Hybrid,1.2,Manual,Sedan,Red,Second Owner,6851.23,21
Chevrolet,Model D,2014,151012,Hybrid,3.5,Manual,Truck,Blue,First Owner,10510.24,9
Honda,Model B,2006,196266,Hybrid,4.8,Manual,Coupe,Red,First Owner,7411.13,17
Kia,Model D,2015,264087,Electric,3.1,Automatic,Truck,White,Second Owner,16239.93,8
Mercedes,Model B,2019,176337,Electric,2.6,Manual,Sedan,Black,Second Owner,21712.08,4
Kia,Model A,2019,108427,Petrol,4.8,CVT,SUV,Gray,Second Owner,16779.74,4
Hyundai,Model D,2019,214104,Electric,1.7,CVT,Sedan,Gray,Third Owner,17235.74,4
Ford,Model B,2012,263442,Electric,2.4,Manual,SUV,Black,Third Owner,14548.52,11
BMW,Model A,2019,60854,Hybrid,4.0,Automatic,Sedan,Gray,Second Owner,21706.55,4
Toyota,Model D,2007,132830,Diesel,3.9,Automatic,Truck,Gray,First Owner,13888.27,16
Mercedes,Model A,2003,292047,Diesel,2.5,Automatic,SUV,Gray,Second Owner,13107.16,20
Ford,Model D,2000,239478,Electric,2.9,CVT,SUV,White,Third Owner,10175.61,23
Ford,Model E,2016,190009,Petrol,1.6,CVT,Coupe,Black,Second Owner,14087.86,7
Mercedes,Model A,2015,131860,Electric,3.7,CVT,SUV,Blue,Third Owner,22367.88,8
Toyota,Model B,2023,282573,Diesel,3.9,Automatic,Truck,Gray,Second Owner,18348.27,0
Ford,Model B,2009,287689,Electric,2.1,CVT,SUV,White,First Owner,11017.06,14
Mercedes,Model B,2013,151054,Diesel,3.1,Automatic,SUV,White,Second Owner,16222.2,10
Mercedes,Model E,2022,274091,Hybrid,1.1,Manual,Sedan,Gray,Second Owner,23240.61,1
Toyota,Model B,2012,107892,Electric,1.2,Manual,SUV,Blue,Third Owner,18011.16,11
BMW,Model C,2008,81069,Diesel,3.7,CVT,Sedan,Red,Third Owner,15682.05,15
Mercedes,Model D,2013,8059,Hybrid,4.3,Manual,Hatchback,Red,Third Owner,21129.89,10
Chevrolet,Model C,2016,5872,Diesel,2.8,Manual,Truck,Black,Third Owner,14752.31,7
Nissan,Model C,2011,207722,Diesel,3.0,Automatic,Hatchback,Black,Second Owner,11273.54,12
Nissan,Model D,2015,204088,Hybrid,1.6,Automatic,Truck,Red,Second Owner,14362.79,8
Chevrolet,Model B,2014,23300,Hybrid,2.9,Manual,Truck,Blue,Second Owner,14219.69,9
Chevrolet,Model B,2018,123804,Petrol,3.0,CVT,Hatchback,Red,Third Owner,18944.71,5
Ford,Model E,2008,45253,Diesel,3.3,Manual,Hatchback,Red,Second Owner,13035.43,15
Ford,Model D,2020,123226,Hybrid,2.6,Manual,Truck,Black,First Owner,19165.84,3
Honda,Model A,2011,241584,Diesel,3.8,Automatic,Truck,Red,Third Owner,9514.82,12
Kia,Model B,2002,227014,Petrol,1.2,CVT,Sedan,Gray,Second Owner,8121.21,21
Honda,Model D,2013,55108,Electric,1.0,Manual,SUV,Red,Second Owner,17879.05,10
Kia,Model A,2001,229569,Hybrid,4.9,CVT,Hatchback,Gray,Third Owner,4321.29,22
Honda,Model D,2016,43524,Petrol,2.8,CVT,Coupe,Black,Third Owner,16244.2,7
Toyota,Model B,2020,147421,Hybrid,3.0,CVT,SUV,White,First Owner,17176.92,3
Mercedes,Model D,2020,32083,Hybrid,4.9,Manual,Hatchback,Black,First Owner,21753.87,3
Kia,Model A,2010,175013,Electric,1.3,Manual,Sedan,Black,Second Owner,13374.88,13
Kia,Model C,2000,255463,Hybrid,2.9,Automatic,Coupe,White,First Owner,6062.64,23
Chevrolet,Model C,2006,164107,Diesel,2.1,Automatic,Hatchback,Red,First Owner,9292.49,17
Hyundai,Model E,2009,96177,Hybrid,3.8,Manual,Coupe,Red,Second Owner,12152.61,14
Toyota,Model D,2008,214054,Diesel,4.0,CVT,Coupe,Gray,Second Owner,7589.09,15
Chevrolet,Model D,2002,153831,Petrol,3.2,CVT,SUV,Blue,Second Owner,4851.48,21
Kia,Model E,2021,221101,Electric,4.2,Manual,SUV,Red,Third Owner,17435.6,2
Toyota,Model B,2001,128029,Electric,3.0,Manual,Sedan,Red,Second Owner,13736.71,22
Nissan,Model B,2013,190818,Electric,3.4,Automatic,Hatchback,White,Second Owner,14574.99,10
Toyota,Model A,2022,119188,Hybrid,1.7,CVT,Truck,Black,First Owner,19348.47,1
Ford,Model E,2019,204013,Diesel,1.1,Manual,Hatchback,Gray,Third Owner,15009.5,4
Chevrolet,Model D,2000,124813,Diesel,1.9,Manual,SUV,Gray,First Owner,10062.62,23
Kia,Model A,2004,230639,Electric,3.8,Automatic,Hatchback,Gray,First Owner,8685.78,19
Honda,Model C,2022,268286,Electric,2.4,Manual,Sedan,White,Third Owner,21443.26,1
Honda,Model D,2021,136428,Diesel,3.1,Automatic,Sedan,Red,First Owner,20900.36,2
Chevrolet,Model E,2009,251444,Hybrid,2.5,Manual,Sedan,Black,Third Owner,10853.78,14
Mercedes,Model D,2005,78573,Hybrid,1.4,CVT,SUV,White,Third Owner,16587.75,18
BMW,Model B,2004,91194,Diesel,4.1,CVT,Sedan,Blue,First Owner,14668.12,19
Hyundai,Model C,2020,51827,Electric,1.9,CVT,Truck,Blue,First Owner,19944.4,3
Ford,Model C,2016,24724,Electric,2.9,CVT,Truck,Gray,First Owner,18075.43,7
Toyota,Model A,2005,223727,Diesel,3.8,CVT,Truck,Blue,Third Owner,6431.91,18
Hyundai,Model E,2005,177533,Petrol,4.3,CVT,Hatchback,Red,Second Owner,7446.8,18
Chevrolet,Model D,2000,193281,Hybrid,1.7,CVT,Truck,Gray,First Owner,5590.78,23
BMW,Model E,2017,100808,Hybrid,3.3,CVT,SUV,White,First Owner,23966.87,6
Toyota,Model A,2011,195580,Petrol,1.5,Automatic,Truck,Black,Second Owner,9758.85,12
Volkswagen,Model A,2005,12380,Petrol,2.8,Manual,Truck,Red,Third Owner,10935.59,18
Honda,Model E,2008,21772,Diesel,1.4,CVT,Sedan,White,Second Owner,12741.75,15
Hyundai,Model C,2010,64026,Hybrid,4.4,Automatic,Hatchback,Blue,First Owner,12441.29,13
BMW,Model A,2021,100887,Electric,2.3,CVT,Truck,Blue,Second Owner,28859.6,2
Volkswagen,Model C,2012,229558,Diesel,1.3,Manual,Hatchback,Blue,First Owner,9791.58,11
Ford,Model D,2020,89348,Electric,4.0,Manual,Hatchback,Gray,Second Owner,22998.52,3
Nissan,Model A,2001,191940,Diesel,1.3,CVT,Sedan,White,First Owner,6982.72,22
Toyota,Model B,2014,285203,Diesel,3.9,Automatic,Hatchback,Blue,Third Owner,11047.77,9
Honda,Model C,2021,274045,Hybrid,4.7,Manual,Hatchback,Red,Third Owner,16201.22,2
Mercedes,Model E,2008,74597,Petrol,2.8,Manual,SUV,White,Third Owner,18470.26,15
Honda,Model C,2002,124081,Hybrid,3.1,Manual,SUV,White,Third Owner,10447.99,21
Honda,Model C,2019,256142,Petrol,1.8,CVT,Hatchback,Red,Third Owner,15422.27,4
Mercedes,Model C,2020,188962,Electric,4.1,Automatic,Truck,Black,First Owner,23436.66,3
Toyota,Model B,2010,285383,Petrol,3.4,Automatic,Coupe,White,Third Owner,8873.08,13
Kia,Model C,2018,33227,Diesel,2.0,Manual,Sedan,Red,First Owner,19165.98,5
Kia,Model A,2005,269638,Hybrid,1.1,CVT,Sedan,Blue,Second Owner,7154.3,18
Volkswagen,Model C,2004,218124,Petrol,4.1,Manual,Coupe,Black,Third Owner,6948.63,19
Toyota,Model E,2006,127346,Diesel,1.8,Automatic,Truck,Blue,Third Owner,12110.34,17
Toyota,Model B,2018,115288,Petrol,1.3,Automatic,Sedan,Red,Second Owner,16353.71,5
Chevrolet,Model D,2001,57304,Petrol,4.5,CVT,SUV,Gray,Third Owner,8301.67,22
Mercedes,Model C,2001,110828,Diesel,5.0,Automatic,Hatchback,Red,First Owner,12648.82,22
Volkswagen,Model A,2014,132906,Petrol,2.2,Automatic,Coupe,Gray,Third Owner,14555.15,9
Chevrolet,Model C,2013,106974,Hybrid,1.7,Automatic,Coupe,White,Second Owner,14303.4,10
Ford,Model E,2008,165598,Petrol,3.5,Automatic,SUV,Black,First Owner,8136.99,15
Honda,Model B,2005,250145,Electric,2.0,CVT,Hatchback,White,Second Owner,12345.22,18
Ford,Model B,2002,271909,Electric,2.3,Automatic,Truck,Black,Second Owner,11235.61,21
Nissan,Model B,2005,255721,Diesel,1.9,Manual,Hatchback,Red,Third Owner,8036.84,18
Toyota,Model A,2011,237343,Hybrid,2.5,CVT,SUV,Blue,Third Owner,12555.62,12
Toyota,Model B,2022,81248,Electric,1.4,CVT,Coupe,White,Second Owner,23478.78,1
Toyota,Model D,2006,50076,Electric,4.2,CVT,Hatchback,Gray,First Owner,14098.98,17
Kia,Model D,2005,230500,Hybrid,5.0,CVT,Coupe,Gray,Second Owner,7091.48,18
Nissan,Model D,2009,44551,Electric,1.9,Automatic,Coupe,Red,First Owner,14086.61,14
Chevrolet,Model D,2009,177641,Hybrid,2.7,Automatic,Hatchback,Blue,Third Owner,11186.8,14
Mercedes,Model E,2022,195328,Hybrid,2.2,Automatic,Hatchback,Red,First Owner,21013.64,1
Chevrolet,Model C,2009,267003,Petrol,2.9,Manual,Truck,Red,Second Owner,9467.58,14
BMW,Model B,2009,225971,Electric,3.2,Manual,Hatchback,Blue,First Owner,19982.86,14
BMW,Model B,2021,56082,Hybrid,1.5,CVT,Coupe,Red,Second Owner,24277.14,2
Mercedes,Model E,2023,206712,Diesel,4.3,Automatic,Truck,Red,Third Owner,22040.4,0
Hyundai,Model A,2015,89753,Petrol,2.0,CVT,Hatchback,White,Second Owner,15633.54,8
Honda,Model E,2011,167616,Electric,2.7,Automatic,SUV,Red,Third Owner,15372.59,12
Toyota,Model D,2021,155693,Petrol,4.0,CVT,Hatchback,Gray,Third Owner,15587.16,2
Kia,Model D,2011,68855,Petrol,1.7,CVT,Sedan,Blue,First Owner,13879.68,12
Hyundai,Model B,2021,156450,Electric,2.6,Manual,Sedan,Blue,Second Owner,17851.89,2
Ford,Model A,2013,263789,Petrol,3.5,Manual,Hatchback,White,Third Owner,12638.33,10
Nissan,Model E,2017,217105,Hybrid,2.8,CVT,Hatchback,White,Second Owner,15711.56,6
Ford,Model C,2007,152343,Diesel,3.4,CVT,SUV,Red,Second Owner,9996.68,16
Mercedes,Model D,2020,292435,Diesel,1.4,Automatic,Hatchback,Red,First Owner,20596.69,3
Volkswagen,Model E,2012,35660,Petrol,4.8,Automatic,Hatchback,Red,Third Owner,13168.45,11
Hyundai,Model E,2004,36819,Electric,3.1,Manual,Truck,Blue,First Owner,13355.75,19
Honda,Model B,2020,291509,Electric,4.8,Manual,SUV,White,First Owner,20293.36,3
Mercedes,Model C,2003,232995,Hybrid,4.4,Manual,Coupe,Gray,First Owner,10278.48,20
Ford,Model C,2002,208733,Electric,4.5,Automatic,Coupe,Gray,First Owner,10997.14,21
Mercedes,Model C,2004,31408,Petrol,2.0,CVT,Truck,Black,Third Owner,15128.53,19
Volkswagen,Model D,2013,182330,Petrol,3.3,Manual,Coupe,White,Third Owner,13173.84,10
Ford,Model E,2008,71846,Diesel,3.1,Automatic,Sedan,Blue,Second Owner,12738.01,15
Ford,Model C,2017,124151,Diesel,2.3,CVT,Hatchback,Red,Second Owner,18749.07,6
Ford,Model B,2021,111704,Petrol,4.4,Automatic,Hatchback,White,Third Owner,19961.97,2
Honda,Model C,2003,129843,Electric,2.1,Automatic,Truck,Black,Third Owner,14260.81,20
Hyundai,Model A,2023,237976,Petrol,1.7,Manual,Sedan,Blue,Second Owner,17065.39,0
Mercedes,Model B,2008,87723,Diesel,2.3,Automatic,SUV,Red,Second Owner,15922.11,15
BMW,Model D,2013,123151,Electric,3.9,CVT,Truck,Blue,First Owner,24736.23,10
Toyota,Model C,2002,219328,Petrol,3.6,CVT,SUV,White,Second Owner,5865.33,21
BMW,Model E,2012,57498,Electric,4.4,CVT,SUV,Gray,Second Owner,20874.28,11
Kia,Model B,2019,278215,Hybrid,2.4,Automatic,Hatchback,Gray,Second Owner,15662.85,4
Hyundai,Model B,2009,203240,Petrol,2.1,Automatic,SUV,White,Third Owner,9694.54,14
Hyundai,Model E,2019,64056,Hybrid,4.8,CVT,Hatchback,White,Second Owner,17183.73,4
Volkswagen,Model A,2003,154393,Electric,1.3,Automatic,Hatchback,Red,Third Owner,11940.65,20
Nissan,Model C,2004,47750,Diesel,1.9,Automatic,Hatchback,Red,Second Owner,11941.29,19
Volkswagen,Model C,2020,175035,Electric,2.5,Automatic,SUV,Black,First Owner,18501.91,3
Nissan,Model C,2003,255495,Diesel,2.9,Manual,Coupe,Gray,Second Owner,8773.8,20
Volkswagen,Model E,2001,290261,Hybrid,2.2,Manual,Hatchback,Blue,Second Owner,4480.92,22
Chevrolet,Model A,2005,289357,Diesel,1.8,CVT,Hatchback,Red,First Owner,7210.42,18
BMW,Model C,2017,190249,Hybrid,4.4,Manual,Coupe,Black,First Owner,20781.61,6
BMW,Model B,2002,123982,Petrol,2.2,CVT,Truck,White,Second Owner,14202.33,21
Mercedes,Model C,2022,284597,Hybrid,4.5,Manual,SUV,Black,Second Owner,23252.91,1
Toyota,Model B,2003,157917,Hybrid,1.8,Automatic,Truck,Gray,Third Owner,8112.49,20
Chevrolet,Model C,2022,135016,Electric,1.2,CVT,Truck,Gray,Second Owner,20562.29,1
Ford,Model D,2009,165861,Diesel,4.1,CVT,SUV,White,First Owner,10455.81,14
Honda,Model D,2017,202032,Hybrid,3.8,CVT,Hatchback,Red,First Owner,14415.04,6
Chevrolet,Model A,2019,149044,Hybrid,4.8,Manual,Truck,Red,Second Owner,16780.58,4
Kia,Model D,2008,185918,Diesel,4.6,Manual,Truck,Black,First Owner,7590.98,15
Mercedes,Model B,2019,93889,Petrol,2.5,Manual,Truck,White,Second Owner,22360.83,4
Chevrolet,Model B,2019,187187,Hybrid,3.4,CVT,SUV,Gray,Second Owner,16375.21,4
Chevrolet,Model B,2000,265106,Hybrid,4.9,Manual,Coupe,Black,First Owner,6567.42,23
Ford,Model E,2017,25406,Diesel,1.8,CVT,Hatchback,Gray,Third Owner,17668.05,6
Kia,Model D,2016,11097,Diesel,2.0,Manual,Hatchback,Blue,Third Owner,15126.5,7
Honda,Model C,2000,292593,Electric,1.8,CVT,Hatchback,Black,First Owner,7716.33,23
Honda,Model B,2006,117233,Electric,1.6,Automatic,Sedan,Black,Third Owner,14862.54,17
Mercedes,Model B,2016,88196,Hybrid,4.0,Automatic,SUV,Black,First Owner,21773.24,7
Volkswagen,Model E,2006,134183,Hybrid,5.0,CVT,Sedan,Gray,Third Owner,13262.34,17
Chevrolet,Model E,2023,276394,Diesel,2.8,Automatic,Truck,Red,Third Owner,15716.99,0
Mercedes,Model E,2008,234700,Electric,2.6,Manual,Hatchback,Gray,Third Owner,19414.85,15
Kia,Model A,2002,138086,Petrol,3.6,Manual,Coupe,Black,First Owner,9364.51,21
BMW,Model C,2010,150059,Hybrid,2.3,Automatic,Coupe,Blue,Third Owner,16754.8,13
Toyota,Model B,2016,209063,Hybrid,4.1,CVT,Sedan,Black,Third Owner,11539.8,7
Chevrolet,Model B,2010,42595,Electric,3.6,Manual,Sedan,Blue,Third Owner,15628.04,13
Kia,Model D,2010,249918,Petrol,2.6,Manual,SUV,Gray,Third Owner,12017.39,13
Volkswagen,Model C,2004,34483,Hybrid,2.8,Manual,Hatchback,White,First Owner,9515.12,19
Mercedes,Model C,2005,257716,Diesel,1.1,Automatic,Hatchback,Black,First Owner,14590.12,18
Ford,Model E,2012,54825,Electric,2.7,CVT,SUV,White,Second Owner,18101.06,11
BMW,Model D,2005,116344,Electric,2.7,Automatic,Sedan,Black,First Owner,17732.36,18
Hyundai,Model C,2016,83816,Petrol,2.0,Manual,Truck,Gray,First Owner,18034.4,7
BMW,Model A,2021,161084,Hybrid,1.3,CVT,Sedan,Red,Second Owner,21051.97,2
Toyota,Model B,2016,102037,Hybrid,4.4,CVT,SUV,Gray,First Owner,17665.93,7
Nissan,Model C,2017,208529,Petrol,3.8,Manual,Hatchback,Gray,First Owner,14249.5,6
Mercedes,Model B,2009,121134,Petrol,1.8,Automatic,Truck,Black,First Owner,16865.78,14
BMW,Model C,2006,47576,Electric,1.1,CVT,Truck,White,Third Owner,19345.37,17
Mercedes,Model E,2023,11363,Petrol,3.2,CVT,Sedan,Black,Second Owner,24269.69,0
Toyota,Model D,2022,52216,Electric,4.1,Automatic,Sedan,Red,Third Owner,24371.85,1
Ford,Model E,2022,176129,Electric,3.9,Automatic,SUV,Red,Second Owner,17516.7,1
Hyundai,Model A,2014,84353,Electric,4.4,Automatic,Hatchback,White,Third Owner,16663.82,9
Volkswagen,Model E,2013,144750,Diesel,1.8,CVT,Sedan,White,Second Owner,16868.63,10
Chevrolet,Model D,2018,196696,Electric,1.9,CVT,SUV,Black,Third Owner,17063.62,5
BMW,Model D,2004,17664,Diesel,4.9,Manual,Truck,Black,Third Owner,16132.99,19
Ford,Model D,2018,61999,Diesel,4.7,Automatic,Hatchback,Black,Second Owner,18505.95,5
Ford,Model A,2015,72838,Diesel,3.7,CVT,Hatchback,White,First Owner,15990.12,8
Mercedes,Model D,2014,162578,Petrol,1.5,Manual,Coupe,Blue,Third Owner,15538.32,9
Volkswagen,Model E,2019,237252,Diesel,4.5,Automatic,Sedan,Red,Third Owner,13955.25,4
Ford,Model C,2001,153615,Diesel,4.4,Manual,Hatchback,Blue,Third Owner,6409.99,22
Chevrolet,Model B,2003,298660,Electric,3.6,Automatic,Coupe,White,Third Owner,10848.2,20
Hyundai,Model B,2019,148189,Hybrid,1.4,Automatic,Hatchback,White,Second Owner,18398.52,4
Honda,Model C,2021,134491,Diesel,4.7,CVT,Hatchback,White,Third Owner,17288.98,2
Ford,Model D,2012,108265,Electric,3.6,Automatic,Truck,Blue,First Owner,15618.81,11
Volkswagen,Model D,2010,229056,Electric,4.6,CVT,Hatchback,Red,Third Owner,12060.74,13
Chevrolet,Model C,2015,149809,Electric,3.9,Automatic,SUV,Black,First Owner,19134.16,8
Toyota,Model B,2014,146454,Diesel,4.4,Manual,SUV,Black,First Owner,16949.5,9
Ford,Model C,2015,120128,Petrol,3.4,Manual,Hatchback,Gray,First Owner,15555.76,8
Volkswagen,Model D,2012,159371,Diesel,1.7,Automatic,Hatchback,Blue,First Owner,10462.1,11
Kia,Model B,2011,24604,Diesel,4.2,CVT,SUV,White,Third Owner,14607.88,12
Toyota,Model D,2004,282393,Hybrid,1.2,Automatic,Sedan,White,Second Owner,6417.84,19
Volkswagen,Model A,2023,5036,Diesel,2.3,CVT,Sedan,Blue,Second Owner,21265.07,0
Honda,Model D,2019,198285,Petrol,3.8,Manual,Sedan,Red,First Owner,14224.41,4
Kia,Model C,2014,32725,Petrol,4.9,Manual,Truck,Blue,Second Owner,16839.13,9
Chevrolet,Model E,2011,88177,Hybrid,2.7,CVT,Coupe,Red,Third Owner,15303.45,12
BMW,Model D,2001,284994,Hybrid,4.1,Automatic,Truck,Black,Third Owner,10295.24,22
Kia,Model E,2008,46621,Electric,2.8,CVT,Sedan,Blue,Third Owner,13952.56,15
Volkswagen,Model E,2016,75892,Hybrid,1.4,Automatic,Sedan,Gray,Third Owner,15614.18,7
Ford,Model E,2009,265690,Electric,2.7,CVT,Hatchback,Gray,Second Owner,12193.63,14
Nissan,Model E,2005,206654,Petrol,2.5,CVT,Truck,Gray,First Owner,9481.52,18
Nissan,Model A,2006,6627,Hybrid,2.5,CVT,Sedan,Blue,Third Owner,13455.97,17
Kia,Model E,2016,259139,Diesel,1.4,Manual,Coupe,Blue,Third Owner,12912.93,7
Mercedes,Model E,2000,71152,Diesel,3.1,Automatic,Coupe,Gray,Second Owner,11948.24,23
Toyota,Model D,2009,23653,Diesel,4.6,Manual,Hatchback,Blue,Second Owner,13819.13,14
Chevrolet,Model B,2022,56152,Diesel,4.2,Automatic,Coupe,Red,Second Owner,20199.95,1
Honda,Model C,2014,124374,Diesel,4.5,Manual,Coupe,Blue,First Owner,14682.55,9
Hyundai,Model C,2006,123433,Electric,4.8,CVT,Sedan,White,Third Owner,15091.98,17
Mercedes,Model A,2004,167597,Hybrid,4.5,Automatic,Sedan,White,First Owner,10741.21,19
Toyota,Model E,2006,190119,Electric,1.8,Manual,Hatchback,White,Second Owner,13178.41,17
Hyundai,Model D,2012,10907,Petrol,2.3,CVT,Coupe,White,Third Owner,15874.52,11
Chevrolet,Model B,2006,140203,Electric,2.9,CVT,Truck,Blue,First Owner,12786.14,17
Honda,Model B,2013,92644,Hybrid,2.8,Automatic,SUV,Gray,First Owner,16184.82,10
Kia,Model D,2015,78496,Petrol,2.9,CVT,Truck,Blue,Second Owner,17512.39,8
Kia,Model D,2005,170688,Electric,4.8,CVT,Coupe,Black,First Owner,9832.33,18
Kia,Model C,2003,263891,Hybrid,2.3,Manual,Truck,Blue,First Owner,6541.78,20
BMW,Model D,2011,107831,Hybrid,1.8,Automatic,SUV,Gray,Third Owner,20752.13,12
Honda,Model A,2003,172609,Electric,4.7,Manual,SUV,Black,First Owner,9372.23,20
Chevrolet,Model E,2008,201029,Electric,1.5,Automatic,Hatchback,Black,Second Owner,14491.87,15
Chevrolet,Model A,2023,289293,Electric,4.9,CVT,Coupe,White,Second Owner,20843.05,0
Toyota,Model E,2020,184373,Electric,2.3,Automatic,Hatchback,Red,Third Owner,18506.68,3
Mercedes,Model A,2021,110633,Hybrid,2.2,CVT,Sedan,Black,Third Owner,25856.65,2
Volkswagen,Model E,2020,291597,Petrol,2.4,Manual,SUV,Gray,Second Owner,14038.1,3
Ford,Model C,2007,225580,Petrol,4.0,Automatic,Hatchback,Red,Second Owner,9314.71,16
Kia,Model A,2012,150390,Hybrid,1.8,Automatic,Coupe,White,Second Owner,9746.29,11
BMW,Model B,2000,164595,Hybrid,1.8,Manual,Coupe,Red,Second Owner,10094.72,23
BMW,Model B,2004,144197,Hybrid,3.7,Automatic,Coupe,Blue,Second Owner,16320.59,19
Volkswagen,Model C,2009,51173,Diesel,4.5,Manual,Sedan,Black,First Owner,11619.41,14
Hyundai,Model E,2000,27920,Hybrid,4.8,Automatic,Truck,White,First Owner,9683.82,23
Mercedes,Model B,2020,134487,Hybrid,4.7,Automatic,Truck,Red,First Owner,22113.86,3
Kia,Model E,2018,182689,Electric,4.2,CVT,Truck,Blue,Second Owner,17838.14,5
Chevrolet,Model C,2009,137757,Electric,1.3,Manual,Truck,White,Second Owner,16622.76,14
BMW,Model A,2020,239081,Electric,1.5,CVT,Sedan,Gray,Third Owner,22975.19,3
BMW,Model D,2018,28642,Hybrid,1.1,CVT,Coupe,White,Third Owner,21983.49,5
Volkswagen,Model E,2020,84518,Petrol,4.3,Manual,Coupe,White,First Owner,17422.73,3
Ford,Model A,2011,75211,Hybrid,2.9,Manual,SUV,Red,First Owner,14955.37,12
Volkswagen,Model C,2008,214549,Electric,4.9,Automatic,Hatchback,Black,First Owner,11508.16,15
Toyota,Model B,2022,143431,Petrol,1.7,Manual,Coupe,White,Second Owner,18649.17,1
Kia,Model B,2004,221917,Electric,3.3,Automatic,Coupe,Blue,Third Owner,11447.99,19
Chevrolet,Model C,2019,148168,Hybrid,1.6,Manual,Coupe,White,Third Owner,17507.08,4
Ford,Model E,2016,120850,Hybrid,4.0,Automatic,Sedan,Blue,Third Owner,17708.42,7
Chevrolet,Model B,2006,120846,Diesel,5.0,Automatic,SUV,White,Second Owner,11056.31,17
Hyundai,Model D,2006,207208,Electric,2.6,Automatic,Sedan,White,Second Owner,9993.25,17
Volkswagen,Model E,2008,278043,Hybrid,3.2,Manual,Truck,Black,Third Owner,10370.39,15
Volkswagen,Model E,2002,144227,Electric,2.6,Automatic,SUV,Red,Second Owner,14325.01,21
Toyota,Model D,2020,167939,Hybrid,3.6,Manual,SUV,Blue,Third Owner,15143.68,3
Mercedes,Model C,2012,163378,Diesel,2.5,CVT,Hatchback,Black,Third Owner,16659.26,11
Toyota,Model D,2011,88705,Petrol,2.0,CVT,SUV,Blue,First Owner,14954.13,12
Hyundai,Model B,2023,31346,Electric,1.2,Automatic,Coupe,Gray,First Owner,23470.8,0
Honda,Model C,2012,106440,Diesel,1.5,Automatic,SUV,Blue,Third Owner,16211.56,11
Honda,Model B,2001,189018,Electric,2.1,Manual,Sedan,Gray,Second Owner,10860.79,22
Volkswagen,Model C,2019,45049,Diesel,2.8,CVT,Coupe,Blue,Second Owner,18345.46,4
BMW,Model E,2011,33442,Diesel,2.5,Manual,Sedan,Gray,Second Owner,19610.9,12
Hyundai,Model C,2003,129998,Electric,2.3,CVT,Truck,Gray,First Owner,14638.97,20
Hyundai,Model D,2011,149516,Electric,3.7,Automatic,Hatchback,Red,Second Owner,17503.59,12
Kia,Model D,2021,246370,Petrol,1.8,Manual,SUV,Blue,Third Owner,16721.21,2
Hyundai,Model C,2012,36911,Petrol,2.8,Automatic,Sedan,White,First Owner,14855.93,11
BMW,Model C,2006,53363,Electric,1.6,Automatic,Hatchback,Gray,Second Owner,19470.01,17
Ford,Model C,2005,205322,Hybrid,3.8,CVT,SUV,White,Third Owner,7909.25,18
BMW,Model D,2011,51454,Hybrid,2.6,CVT,Coupe,Blue,First Owner,19667.26,12
